product_id,sku,date,quantity,price,revenue,cost,profit,discount_percent,competitor_price,season,day_of_week,is_holiday,promotion_active
1,SKU0001,2023-03-30,108,288.01,31105.2,19639.8,11465.4,0.0,275.13,Spring,Thursday,False,False
1,SKU0001,2023-03-31,116,305.25,35409.46,21094.6,14314.86,0.0,274.45,Spring,Friday,False,False
1,SKU0001,2023-04-01,133,302.12,40182.25,24186.05,15996.2,0.0,346.42,Spring,Saturday,False,False
1,SKU0001,2023-04-02,159,289.93,46098.27,28914.15,17184.12,0.0,275.27,Spring,Sunday,False,False
1,SKU0001,2023-04-04,110,289.4,31833.96,20003.5,11830.46,0.0,307.93,Spring,Tuesday,False,False
1,SKU0001,2023-04-05,114,280.43,31968.63,20730.9,11237.73,0.0,302.25,Spring,Wednesday,False,False
1,SKU0001,2023-04-06,83,307.57,25528.27,15093.55,10434.72,0.0,297.67,Spring,Thursday,False,False
1,SKU0001,2023-04-07,130,275.89,35865.21,23640.5,12224.71,0.0,301.06,Spring,Friday,False,False
1,SKU0001,2023-04-08,140,297.06,41588.58,25459.0,16129.58,0.0,314.85,Spring,Saturday,False,False
1,SKU0001,2023-04-09,272,229.84,62516.92,49463.2,13053.72,18.44,347.99,Spring,Sunday,False,True
1,SKU0001,2023-04-10,97,319.11,30953.62,17639.45,13314.17,0.0,329.52,Spring,Monday,False,False
1,SKU0001,2023-04-11,85,304.45,25878.1,15457.25,10420.85,0.0,297.87,Spring,Tuesday,False,False
1,SKU0001,2023-04-12,89,332.78,29617.75,16184.65,13433.1,0.0,314.08,Spring,Wednesday,False,False
1,SKU0001,2023-04-13,96,317.63,30492.79,17457.6,13035.19,0.0,276.51,Spring,Thursday,False,False
1,SKU0001,2023-04-14,91,312.8,28465.21,16548.35,11916.86,0.0,273.42,Spring,Friday,False,False
1,SKU0001,2023-04-15,269,227.2,61116.02,48917.65,12198.37,16.76,284.1,Spring,Saturday,False,True
1,SKU0001,2023-04-16,131,315.62,41346.85,23822.35,17524.5,0.0,298.9,Spring,Sunday,False,False
1,SKU0001,2023-04-17,124,328.78,40768.2,22549.4,18218.8,0.0,314.45,Spring,Monday,False,False
1,SKU0001,2023-04-18,99,329.37,32607.36,18003.15,14604.21,0.0,307.13,Spring,Tuesday,False,False
1,SKU0001,2023-04-19,101,327.84,33111.46,18366.85,14744.61,0.0,264.11,Spring,Wednesday,False,False
1,SKU0001,2023-04-20,114,291.42,33221.67,20730.9,12490.77,0.0,309.37,Spring,Thursday,False,False
1,SKU0001,2023-04-21,86,280.31,24106.64,15639.1,8467.54,0.0,321.24,Spring,Friday,False,False
1,SKU0001,2023-04-22,130,303.11,39404.12,23640.5,15763.62,0.0,264.93,Spring,Saturday,False,False
1,SKU0001,2023-04-23,237,254.61,60342.49,43098.45,17244.04,14.83,265.92,Spring,Sunday,False,True
1,SKU0001,2023-04-24,136,323.44,43988.45,24731.6,19256.85,0.0,344.07,Spring,Monday,False,False
1,SKU0001,2023-04-25,100,313.52,31352.3,18185.0,13167.3,0.0,261.28,Spring,Tuesday,False,False
1,SKU0001,2023-04-26,115,301.29,34648.57,20912.75,13735.82,0.0,340.91,Spring,Wednesday,False,False
1,SKU0001,2023-04-27,105,308.25,32366.5,19094.25,13272.25,0.0,302.33,Spring,Thursday,False,False
1,SKU0001,2023-04-28,166,249.79,41464.39,30187.1,11277.29,15.0,335.61,Spring,Friday,False,True
1,SKU0001,2023-04-29,145,314.82,45648.86,26368.25,19280.61,0.0,343.56,Spring,Saturday,False,False
1,SKU0001,2023-04-30,143,306.12,43774.68,26004.55,17770.13,0.0,286.22,Spring,Sunday,False,False
1,SKU0001,2023-05-01,107,331.58,35479.14,19457.95,16021.19,0.0,304.41,Spring,Monday,False,False
1,SKU0001,2023-05-02,90,312.64,28137.31,16366.5,11770.81,0.0,295.19,Spring,Tuesday,False,False
1,SKU0001,2023-05-03,137,294.7,40374.12,24913.45,15460.67,0.0,314.48,Spring,Wednesday,False,False
1,SKU0001,2023-05-04,94,285.11,26800.42,17093.9,9706.52,0.0,341.97,Spring,Thursday,False,False
1,SKU0001,2023-05-05,112,315.1,35290.88,20367.2,14923.68,0.0,346.1,Spring,Friday,False,False
1,SKU0001,2023-05-06,187,287.28,53720.85,34005.95,19714.9,0.0,307.7,Spring,Saturday,False,False
1,SKU0001,2023-05-07,125,278.42,34802.75,22731.25,12071.5,0.0,340.63,Spring,Sunday,False,False
1,SKU0001,2023-05-08,111,279.89,31068.05,20185.35,10882.7,0.0,302.93,Spring,Monday,False,False
1,SKU0001,2023-05-09,110,303.62,33397.96,20003.5,13394.46,0.0,333.51,Spring,Tuesday,False,False
1,SKU0001,2023-05-10,108,287.55,31054.97,19639.8,11415.17,0.0,292.5,Spring,Wednesday,False,False
1,SKU0001,2023-05-11,83,303.58,25197.1,15093.55,10103.55,0.0,336.18,Spring,Thursday,False,False
1,SKU0001,2023-05-12,101,320.66,32386.56,18366.85,14019.71,0.0,342.56,Spring,Friday,False,False
1,SKU0001,2023-05-13,100,322.51,32251.04,18185.0,14066.04,0.0,284.76,Spring,Saturday,False,False
1,SKU0001,2023-05-14,122,333.32,40665.22,22185.7,18479.52,0.0,271.13,Spring,Sunday,False,False
1,SKU0001,2023-05-15,98,293.69,28781.82,17821.3,10960.52,0.0,307.03,Spring,Monday,False,False
1,SKU0001,2023-05-16,141,292.28,41211.04,25640.85,15570.19,0.0,321.04,Spring,Tuesday,False,False
1,SKU0001,2023-05-17,104,286.93,29840.68,18912.4,10928.28,0.0,261.59,Spring,Wednesday,False,False
1,SKU0001,2023-05-18,98,315.52,30920.97,17821.3,13099.67,0.0,292.72,Spring,Thursday,False,False
1,SKU0001,2023-05-19,112,322.52,36122.51,20367.2,15755.31,0.0,302.66,Spring,Friday,False,False
1,SKU0001,2023-05-20,201,246.05,49456.84,36551.85,12904.99,18.85,337.1,Spring,Saturday,False,True
1,SKU0001,2023-05-21,134,304.65,40823.51,24367.9,16455.61,0.0,323.31,Spring,Sunday,False,False
1,SKU0001,2023-05-22,124,312.46,38745.32,22549.4,16195.92,0.0,300.31,Spring,Monday,False,False
1,SKU0001,2023-05-23,86,293.29,25223.3,15639.1,9584.2,0.0,316.7,Spring,Tuesday,False,False
1,SKU0001,2023-05-24,101,324.44,32768.19,18366.85,14401.34,0.0,292.17,Spring,Wednesday,False,False
1,SKU0001,2023-05-25,106,316.34,33531.8,19276.1,14255.7,0.0,336.94,Spring,Thursday,False,False
1,SKU0001,2023-05-26,264,223.01,58874.73,48008.4,10866.33,19.47,348.31,Spring,Friday,False,True
1,SKU0001,2023-05-27,108,299.08,32300.38,19639.8,12660.58,0.0,315.24,Spring,Saturday,False,False
1,SKU0001,2023-05-28,106,299.67,31764.6,19276.1,12488.5,0.0,339.76,Spring,Sunday,False,False
1,SKU0001,2023-05-29,189,274.8,51937.37,34369.65,17567.72,14.4,270.85,Spring,Monday,False,True
1,SKU0001,2023-05-30,111,307.08,34085.47,20185.35,13900.12,0.0,273.07,Spring,Tuesday,False,False
1,SKU0001,2023-05-31,194,262.74,50971.58,35278.9,15692.68,19.3,340.62,Spring,Wednesday,False,True
1,SKU0001,2023-06-01,135,300.73,40597.88,24549.75,16048.13,0.0,280.83,Summer,Thursday,False,False
1,SKU0001,2023-06-02,215,245.92,52873.68,39097.75,13775.93,23.52,271.98,Summer,Friday,False,True
1,SKU0001,2023-06-03,165,293.72,48463.6,30005.25,18458.35,0.0,315.71,Summer,Saturday,False,False
1,SKU0001,2023-06-04,171,287.93,49236.36,31096.35,18140.01,0.0,275.73,Summer,Sunday,False,False
1,SKU0001,2023-06-05,114,302.06,34435.08,20730.9,13704.18,0.0,309.62,Summer,Monday,False,False
1,SKU0001,2023-06-06,142,332.95,47278.19,25822.7,21455.49,0.0,346.54,Summer,Tuesday,False,False
1,SKU0001,2023-06-07,145,289.41,41964.44,26368.25,15596.19,0.0,319.97,Summer,Wednesday,False,False
1,SKU0001,2023-06-08,119,275.74,32813.64,21640.15,11173.49,0.0,302.78,Summer,Thursday,False,False
1,SKU0001,2023-06-09,148,290.12,42937.75,26913.8,16023.95,0.0,312.81,Summer,Friday,False,False
1,SKU0001,2023-06-10,125,311.36,38920.15,22731.25,16188.9,0.0,319.24,Summer,Saturday,False,False
1,SKU0001,2023-06-11,163,312.73,50974.82,29641.55,21333.27,0.0,314.74,Summer,Sunday,False,False
1,SKU0001,2023-06-12,143,311.95,44608.93,26004.55,18604.38,0.0,297.7,Summer,Monday,False,False
1,SKU0001,2023-06-13,104,317.16,32985.13,18912.4,14072.73,0.0,284.45,Summer,Tuesday,False,False
1,SKU0001,2023-06-14,160,283.42,45346.98,29096.0,16250.98,0.0,306.66,Summer,Wednesday,False,False
1,SKU0001,2023-06-15,134,304.95,40863.32,24367.9,16495.42,0.0,333.13,Summer,Thursday,False,False
1,SKU0001,2023-06-16,130,322.76,41958.98,23640.5,18318.48,0.0,330.95,Summer,Friday,False,False
1,SKU0001,2023-06-17,205,293.3,60127.23,37279.25,22847.98,0.0,345.17,Summer,Saturday,False,False
1,SKU0001,2023-06-18,129,331.36,42745.1,23458.65,19286.45,0.0,323.47,Summer,Sunday,False,False
1,SKU0001,2023-06-19,99,331.4,32809.0,18003.15,14805.85,0.0,290.88,Summer,Monday,False,False
1,SKU0001,2023-06-20,127,273.62,34749.19,23094.95,11654.24,0.0,298.97,Summer,Tuesday,False,False
1,SKU0001,2023-06-21,106,313.53,33233.82,19276.1,13957.72,0.0,332.4,Summer,Wednesday,False,False
1,SKU0001,2023-06-22,141,279.34,39386.87,25640.85,13746.02,0.0,259.89,Summer,Thursday,False,False
1,SKU0001,2023-06-23,131,306.8,40191.1,23822.35,16368.75,0.0,277.75,Summer,Friday,False,False
1,SKU0001,2023-06-24,299,246.42,73679.39,54373.15,19306.24,23.64,294.74,Summer,Saturday,False,True
1,SKU0001,2023-06-25,151,330.13,49849.72,27459.35,22390.37,0.0,302.41,Summer,Sunday,False,False
1,SKU0001,2023-06-26,192,287.25,55152.66,34915.2,20237.46,12.03,318.58,Summer,Monday,False,True
1,SKU0001,2023-06-27,137,330.11,45225.5,24913.45,20312.05,0.0,325.11,Summer,Tuesday,False,False
1,SKU0001,2023-06-28,125,297.92,37240.08,22731.25,14508.83,0.0,302.11,Summer,Wednesday,False,False
1,SKU0001,2023-06-30,141,299.65,42250.38,25640.85,16609.53,0.0,335.4,Summer,Friday,False,False
1,SKU0001,2023-07-01,235,257.23,60449.04,42734.75,17714.29,18.17,290.23,Summer,Saturday,False,True
1,SKU0001,2023-07-02,140,284.28,39798.84,25459.0,14339.84,0.0,334.72,Summer,Sunday,False,False
1,SKU0001,2023-07-03,130,312.95,40683.03,23640.5,17042.53,0.0,311.91,Summer,Monday,False,False
1,SKU0001,2023-07-04,255,276.71,70560.96,46371.75,24189.21,13.65,308.95,Summer,Tuesday,True,True
1,SKU0001,2023-07-05,224,277.32,62119.74,40734.4,21385.34,13.11,336.69,Summer,Wednesday,False,True
1,SKU0001,2023-07-06,151,281.72,42539.14,27459.35,15079.79,0.0,257.88,Summer,Thursday,False,False
1,SKU0001,2023-07-07,139,281.54,39134.39,25277.15,13857.24,0.0,280.41,Summer,Friday,False,False
1,SKU0001,2023-07-09,187,277.15,51826.63,34005.95,17820.68,13.57,273.46,Summer,Sunday,False,True
1,SKU0001,2023-07-10,206,260.89,53742.44,37461.1,16281.34,17.89,300.92,Summer,Monday,False,True
1,SKU0001,2023-07-11,143,303.88,43455.19,26004.55,17450.64,0.0,303.43,Summer,Tuesday,False,False
1,SKU0001,2023-07-12,150,275.4,41310.09,27277.5,14032.59,0.0,336.45,Summer,Wednesday,False,False
1,SKU0001,2023-07-13,104,300.54,31255.82,18912.4,12343.42,0.0,263.15,Summer,Thursday,False,False
1,SKU0001,2023-07-14,134,297.12,39813.6,24367.9,15445.7,0.0,302.2,Summer,Friday,False,False
1,SKU0001,2023-07-15,183,277.23,50732.49,33278.55,17453.94,0.0,312.93,Summer,Saturday,False,False
1,SKU0001,2023-07-16,270,233.01,62913.31,49099.5,13813.81,19.5,287.19,Summer,Sunday,False,True
1,SKU0001,2023-07-17,129,304.93,39336.26,23458.65,15877.61,0.0,312.67,Summer,Monday,False,False
1,SKU0001,2023-07-18,245,243.45,59644.2,44553.25,15090.95,22.79,327.54,Summer,Tuesday,False,True
1,SKU0001,2023-07-19,114,285.81,32581.87,20730.9,11850.97,0.0,278.39,Summer,Wednesday,False,False
1,SKU0001,2023-07-20,135,300.26,40535.27,24549.75,15985.52,0.0,266.26,Summer,Thursday,False,False
1,SKU0001,2023-07-21,131,313.09,41014.55,23822.35,17192.2,0.0,271.5,Summer,Friday,False,False
1,SKU0001,2023-07-22,202,276.84,55921.95,36733.7,19188.25,0.0,266.09,Summer,Saturday,False,False
1,SKU0001,2023-07-23,331,247.13,81800.75,60192.35,21608.4,22.18,310.94,Summer,Sunday,False,True
1,SKU0001,2023-07-24,106,292.75,31031.91,19276.1,11755.81,0.0,289.77,Summer,Monday,False,False
1,SKU0001,2023-07-25,102,318.25,32461.63,18548.7,13912.93,0.0,323.18,Summer,Tuesday,False,False
1,SKU0001,2023-07-26,133,309.17,41119.14,24186.05,16933.09,0.0,310.16,Summer,Wednesday,False,False
1,SKU0001,2023-07-27,131,312.58,40948.08,23822.35,17125.73,0.0,267.46,Summer,Thursday,False,False
1,SKU0001,2023-07-28,142,295.05,41897.4,25822.7,16074.7,0.0,309.82,Summer,Friday,False,False
1,SKU0001,2023-07-29,219,324.0,70956.42,39825.15,31131.27,0.0,332.03,Summer,Saturday,False,False
1,SKU0001,2023-07-31,136,323.05,43934.88,24731.6,19203.28,0.0,274.02,Summer,Monday,False,False
1,SKU0001,2023-08-01,153,291.5,44599.72,27823.05,16776.67,0.0,258.17,Summer,Tuesday,False,False
1,SKU0001,2023-08-02,137,307.1,42072.72,24913.45,17159.27,0.0,270.52,Summer,Wednesday,False,False
1,SKU0001,2023-08-03,139,274.63,38173.61,25277.15,12896.46,0.0,277.18,Summer,Thursday,False,False
1,SKU0001,2023-08-04,148,293.44,43428.49,26913.8,16514.69,0.0,323.23,Summer,Friday,False,False
1,SKU0001,2023-08-05,132,307.18,40547.4,24004.2,16543.2,0.0,262.4,Summer,Saturday,False,False
1,SKU0001,2023-08-06,142,310.22,44051.65,25822.7,18228.95,0.0,282.36,Summer,Sunday,False,False
1,SKU0001,2023-08-07,118,302.21,35660.88,21458.3,14202.58,0.0,282.46,Summer,Monday,False,False
1,SKU0001,2023-08-08,144,279.67,40272.65,26186.4,14086.25,0.0,283.37,Summer,Tuesday,False,False
1,SKU0001,2023-08-09,172,302.27,51990.39,31278.2,20712.19,0.0,261.75,Summer,Wednesday,False,False
1,SKU0001,2023-08-11,152,285.58,43407.58,27641.2,15766.38,0.0,280.85,Summer,Friday,False,False
1,SKU0001,2023-08-12,134,273.24,36614.23,24367.9,12246.33,0.0,273.59,Summer,Saturday,False,False
1,SKU0001,2023-08-13,134,315.43,42267.05,24367.9,17899.15,0.0,333.39,Summer,Sunday,False,False
1,SKU0001,2023-08-14,168,277.14,46559.68,30550.8,16008.88,0.0,261.46,Summer,Monday,False,False
1,SKU0001,2023-08-15,232,253.25,58754.85,42189.2,16565.65,22.93,309.75,Summer,Tuesday,False,True
1,SKU0001,2023-08-16,109,298.09,32491.91,19821.65,12670.26,0.0,259.51,Summer,Wednesday,False,False
1,SKU0001,2023-08-17,104,321.34,33419.87,18912.4,14507.47,0.0,333.27,Summer,Thursday,False,False
1,SKU0001,2023-08-18,158,278.11,43942.02,28732.3,15209.72,0.0,279.74,Summer,Friday,False,False
1,SKU0001,2023-08-19,135,304.53,41111.89,24549.75,16562.14,0.0,285.83,Summer,Saturday,False,False
1,SKU0001,2023-08-20,165,292.96,48338.61,30005.25,18333.36,0.0,304.03,Summer,Sunday,False,False
1,SKU0001,2023-08-21,127,303.68,38567.77,23094.95,15472.82,0.0,289.38,Summer,Monday,False,False
1,SKU0001,2023-08-22,105,322.41,33853.41,19094.25,14759.16,0.0,279.1,Summer,Tuesday,False,False
1,SKU0001,2023-08-23,183,284.73,52105.56,33278.55,18827.01,0.0,326.74,Summer,Wednesday,False,False
1,SKU0001,2023-08-24,153,283.51,43377.01,27823.05,15553.96,0.0,302.55,Summer,Thursday,False,False
1,SKU0001,2023-08-25,82,318.83,26144.28,14911.7,11232.58,0.0,341.65,Summer,Friday,False,False
1,SKU0001,2023-08-26,151,311.28,47003.47,27459.35,19544.12,0.0,336.2,Summer,Saturday,False,False
1,SKU0001,2023-08-27,152,281.92,42852.21,27641.2,15211.01,0.0,297.83,Summer,Sunday,False,False
1,SKU0001,2023-08-28,153,289.42,44281.51,27823.05,16458.46,0.0,303.75,Summer,Monday,False,False
1,SKU0001,2023-08-29,113,300.17,33918.67,20549.05,13369.62,0.0,333.24,Summer,Tuesday,False,False
1,SKU0001,2023-08-30,229,250.93,57462.38,41643.65,15818.73,22.83,303.72,Summer,Wednesday,False,True
1,SKU0001,2023-08-31,134,306.37,41053.91,24367.9,16686.01,0.0,339.07,Summer,Thursday,False,False
1,SKU0001,2023-09-01,94,321.86,30254.82,17093.9,13160.92,0.0,286.85,Fall,Friday,False,False
1,SKU0001,2023-09-02,99,281.92,27909.74,18003.15,9906.59,0.0,267.03,Fall,Saturday,False,False
1,SKU0001,2023-09-03,108,293.59,31707.7,19639.8,12067.9,0.0,303.49,Fall,Sunday,False,False
1,SKU0001,2023-09-04,90,287.79,25901.03,16366.5,9534.53,0.0,297.57,Fall,Monday,False,False
1,SKU0001,2023-09-05,90,282.39,25415.51,16366.5,9049.01,0.0,283.34,Fall,Tuesday,False,False
1,SKU0001,2023-09-06,120,293.28,35193.9,21822.0,13371.9,0.0,329.38,Fall,Wednesday,False,False
1,SKU0001,2023-09-07,109,276.77,30167.64,19821.65,10345.99,0.0,319.3,Fall,Thursday,False,False
1,SKU0001,2023-09-08,69,316.64,21848.29,12547.65,9300.64,0.0,340.03,Fall,Friday,False,False
1,SKU0001,2023-09-09,130,292.98,38087.28,23640.5,14446.78,0.0,270.48,Fall,Saturday,False,False
1,SKU0001,2023-09-10,126,331.43,41760.17,22913.1,18847.07,0.0,293.26,Fall,Sunday,False,False
1,SKU0001,2023-09-11,93,329.63,30655.58,16912.05,13743.53,0.0,291.87,Fall,Monday,False,False
