product_id,sku,competitor_name,competitor_price,date,url
1,SKU0001,MarketLeader,343.33,2023-04-16,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,289.99,2023-04-23,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,302.61,2023-04-23,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,353.33,2023-04-23,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,314.08,2023-04-23,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,346.49,2023-04-30,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,258.63,2023-04-30,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,363.35,2023-04-30,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,251.02,2023-04-30,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,270.71,2023-05-07,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,355.04,2023-05-07,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,354.55,2023-05-07,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,278.22,2023-05-07,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,344.34,2023-05-14,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,314.68,2023-05-14,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,355.43,2023-05-14,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,277.03,2023-05-14,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,333.0,2023-05-21,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,280.71,2023-05-21,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,283.84,2023-05-21,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,250.8,2023-05-21,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,242.53,2023-05-28,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,276.67,2023-05-28,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,268.56,2023-05-28,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,255.62,2023-05-28,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,256.68,2023-06-04,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,288.27,2023-06-04,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,337.99,2023-06-04,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,256.61,2023-06-04,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,303.48,2023-06-11,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,297.35,2023-06-11,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,293.95,2023-06-11,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,337.69,2023-06-11,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,355.67,2023-06-18,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,357.96,2023-06-18,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,318.03,2023-06-18,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,254.69,2023-06-18,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,317.29,2023-06-25,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,344.3,2023-06-25,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,242.78,2023-06-25,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,342.25,2023-06-25,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,293.57,2023-07-02,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,247.61,2023-07-02,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,304.91,2023-07-02,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,284.21,2023-07-02,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,274.71,2023-07-09,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,362.16,2023-07-09,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,320.65,2023-07-09,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,334.14,2023-07-09,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,268.95,2023-07-16,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,247.08,2023-07-16,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,318.68,2023-07-16,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,278.65,2023-07-16,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,258.84,2023-07-23,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,335.84,2023-07-23,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,307.69,2023-07-23,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,346.14,2023-07-23,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,315.87,2023-07-30,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,266.22,2023-07-30,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,284.0,2023-07-30,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,343.01,2023-07-30,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,345.5,2023-08-06,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,346.59,2023-08-06,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,287.73,2023-08-06,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,265.24,2023-08-06,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,307.2,2023-08-13,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,290.79,2023-08-13,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,327.45,2023-08-13,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,256.31,2023-08-13,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,304.42,2023-08-20,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,288.62,2023-08-20,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,318.64,2023-08-20,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,343.23,2023-08-20,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,246.11,2023-08-27,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,264.69,2023-08-27,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,317.33,2023-08-27,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,359.95,2023-08-27,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,281.34,2023-09-03,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,353.15,2023-09-03,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,257.72,2023-09-03,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,264.32,2023-09-03,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,250.91,2023-09-10,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,311.99,2023-09-10,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,334.67,2023-09-10,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,320.61,2023-09-10,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,331.04,2023-09-17,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,311.9,2023-09-17,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,284.96,2023-09-17,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,269.87,2023-09-17,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,289.72,2023-09-24,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,275.39,2023-09-24,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,308.68,2023-09-24,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,251.93,2023-09-24,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,357.98,2023-10-01,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,248.28,2023-10-01,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,307.53,2023-10-01,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,330.95,2023-10-01,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,259.24,2023-10-08,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,260.52,2023-10-08,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,290.75,2023-10-08,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,304.79,2023-10-08,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,324.47,2023-10-15,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,330.81,2023-10-15,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,313.98,2023-10-15,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,325.03,2023-10-15,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,345.54,2023-10-22,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,299.68,2023-10-22,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,311.36,2023-10-22,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,268.4,2023-10-22,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,298.25,2023-10-29,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,331.71,2023-10-29,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,304.72,2023-10-29,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,309.61,2023-10-29,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,277.08,2023-11-05,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,321.86,2023-11-05,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,281.6,2023-11-05,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,260.18,2023-11-05,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,265.68,2023-11-12,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,304.51,2023-11-12,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,269.64,2023-11-12,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,270.39,2023-11-12,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,244.43,2023-11-19,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,279.87,2023-11-19,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,289.49,2023-11-19,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,329.48,2023-11-19,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,326.28,2023-11-26,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,329.86,2023-11-26,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,278.86,2023-11-26,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,310.8,2023-11-26,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,288.41,2023-12-03,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,312.59,2023-12-03,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,271.15,2023-12-03,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,337.68,2023-12-03,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,331.12,2023-12-10,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,294.23,2023-12-10,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,297.01,2023-12-10,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,361.01,2023-12-10,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,301.07,2023-12-17,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,352.25,2023-12-17,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,312.08,2023-12-17,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,322.84,2023-12-17,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,308.05,2023-12-24,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,320.03,2023-12-24,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,297.89,2023-12-24,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,255.15,2023-12-24,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,250.68,2023-12-31,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,332.18,2023-12-31,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,345.03,2023-12-31,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,246.28,2023-12-31,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,258.9,2024-01-07,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,339.25,2024-01-07,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,276.42,2024-01-07,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,357.33,2024-01-07,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,308.37,2024-01-14,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,267.37,2024-01-14,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,297.74,2024-01-14,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,271.13,2024-01-14,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,344.25,2024-01-21,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,315.53,2024-01-21,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,283.73,2024-01-21,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,307.85,2024-01-21,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,307.02,2024-01-28,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,317.54,2024-01-28,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,270.64,2024-01-28,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,354.06,2024-01-28,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,249.15,2024-02-04,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,349.93,2024-02-04,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,301.85,2024-02-04,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,280.11,2024-02-04,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,324.23,2024-02-11,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,310.44,2024-02-11,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,304.68,2024-02-11,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,285.48,2024-02-11,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,340.64,2024-02-18,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,350.95,2024-02-18,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,283.48,2024-02-18,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,285.76,2024-02-18,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,355.3,2024-02-25,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,244.35,2024-02-25,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,363.19,2024-02-25,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,322.26,2024-02-25,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,360.37,2024-03-03,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,271.95,2024-03-03,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,358.11,2024-03-03,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,356.78,2024-03-03,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,243.68,2024-03-10,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,271.24,2024-03-10,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,352.44,2024-03-10,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,346.04,2024-03-10,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,326.85,2024-03-17,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,285.44,2024-03-17,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,249.73,2024-03-17,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,275.18,2024-03-17,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,336.32,2024-03-24,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,310.49,2024-03-24,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,304.59,2024-03-24,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,328.18,2024-03-24,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,244.0,2024-03-31,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,244.92,2024-03-31,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,332.46,2024-03-31,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,295.74,2024-03-31,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,293.15,2024-04-07,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,362.59,2024-04-07,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,265.7,2024-04-07,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,271.33,2024-04-07,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,290.18,2024-04-14,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,294.53,2024-04-14,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,266.08,2024-04-14,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,299.86,2024-04-14,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,255.95,2024-04-21,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,335.01,2024-04-21,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,272.66,2024-04-21,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,340.99,2024-04-21,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,284.66,2024-04-28,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,346.08,2024-04-28,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,278.76,2024-04-28,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,278.61,2024-04-28,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,261.64,2024-05-05,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,252.0,2024-05-05,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,333.01,2024-05-05,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,284.49,2024-05-05,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,362.02,2024-05-12,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,283.75,2024-05-12,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,315.49,2024-05-12,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,334.34,2024-05-12,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,363.03,2024-05-19,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,284.79,2024-05-19,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,267.69,2024-05-19,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,321.96,2024-05-19,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,355.2,2024-05-26,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,323.6,2024-05-26,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,332.54,2024-05-26,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,276.7,2024-05-26,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,301.05,2024-06-02,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,345.98,2024-06-02,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,340.28,2024-06-02,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,352.13,2024-06-02,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,332.65,2024-06-09,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,283.1,2024-06-09,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,332.92,2024-06-09,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,263.19,2024-06-09,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,279.23,2024-06-16,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,247.79,2024-06-16,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,269.09,2024-06-16,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,342.41,2024-06-16,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,277.15,2024-06-23,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,351.89,2024-06-23,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,343.19,2024-06-23,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,268.99,2024-06-23,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,302.87,2024-06-30,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,251.02,2024-06-30,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,302.52,2024-06-30,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,281.15,2024-06-30,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,249.22,2024-07-07,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,258.15,2024-07-07,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,348.7,2024-07-07,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,307.46,2024-07-07,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,286.69,2024-07-14,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,296.2,2024-07-14,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,286.08,2024-07-14,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,264.28,2024-07-14,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,317.74,2024-07-21,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,243.83,2024-07-21,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,331.57,2024-07-21,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,283.3,2024-07-21,https://marketleader.com/product/sku0001
1,SKU0001,CompetitorX,320.17,2024-07-28,https://competitorx.com/product/sku0001
1,SKU0001,CompetitorY,260.49,2024-07-28,https://competitory.com/product/sku0001
1,SKU0001,CompetitorZ,289.22,2024-07-28,https://competitorz.com/product/sku0001
1,SKU0001,MarketLeader,307.93,2024-07-28,https://marketleader.com/product/sku0001
